territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,district_code,district_name,municipality_code,municipality_name,parish_code,parish_name,region
LOCAL-120400,120400,120400,Campo Maior,concelho,6,LOCAL-120000,Portalegre,LOCAL-120400,Campo Maior,,,Alentejo
LOCAL-120500,120500,120500,Castelo de Vide,concelho,6,LOCAL-120000,Portalegre,LOCAL-120500,Castelo de Vide,,,Alentejo
LOCAL-120600,120600,120600,Crato,concelho,6,LOCAL-120000,Portalegre,LOCAL-120600,Crato,,,Alentejo
LOCAL-120700,120700,120700,Elvas,concelho,6,LOCAL-120000,Portalegre,LOCAL-120700,Elvas,,,Alentejo
LOCAL-120800,120800,120800,Fronteira,concelho,6,LOCAL-120000,Portalegre,LOCAL-120800,Fronteira,,,Alentejo
LOCAL-120900,120900,120900,Gavião,concelho,6,LOCAL-120000,Portalegre,LOCAL-120900,Gavião,,,Alentejo
LOCAL-121000,121000,121000,Marvão,concelho,6,LOCAL-120000,Portalegre,LOCAL-121000,Marvão,,,Alentejo
LOCAL-121100,121100,121100,Monforte,concelho,6,LOCAL-120000,Portalegre,LOCAL-121100,Monforte,,,Alentejo
LOCAL-121200,121200,121200,Nisa,concelho,6,LOCAL-120000,Portalegre,LOCAL-121200,Nisa,,,Alentejo
LOCAL-121300,121300,121300,Ponte de Sor,concelho,6,LOCAL-120000,Portalegre,LOCAL-121300,Ponte de Sor,,,Alentejo
LOCAL-121400,121400,121400,Portalegre,concelho,6,LOCAL-120000,Portalegre,LOCAL-121400,Portalegre,,,Alentejo
LOCAL-121500,121500,121500,Sousel,concelho,6,LOCAL-120000,Portalegre,LOCAL-121500,Sousel,,,Alentejo
LOCAL-130100,130100,130100,Amarante,concelho,6,LOCAL-130000,Porto,LOCAL-130100,Amarante,,,Norte
LOCAL-130200,130200,130200,Baião,concelho,6,LOCAL-130000,Porto,LOCAL-130200,Baião,,,Norte
LOCAL-130300,130300,130300,Felgueiras,concelho,6,LOCAL-130000,Porto,LOCAL-130300,Felgueiras,,,Norte
LOCAL-130400,130400,130400,Gondomar,concelho,6,LOCAL-130000,Porto,LOCAL-130400,Gondomar,,,Norte
LOCAL-130500,130500,130500,Lousada,concelho,6,LOCAL-130000,Porto,LOCAL-130500,Lousada,,,Norte
LOCAL-130600,130600,130600,Maia,concelho,6,LOCAL-130000,Porto,LOCAL-130600,Maia,,,Norte
LOCAL-130700,130700,130700,Marco de Canaveses,concelho,6,LOCAL-130000,Porto,LOCAL-130700,Marco de Canaveses,,,Norte
LOCAL-130800,130800,130800,Matosinhos,concelho,6,LOCAL-130000,Porto,LOCAL-130800,Matosinhos,,,Norte
LOCAL-131000,131000,131000,Paredes,concelho,6,LOCAL-130000,Porto,LOCAL-131000,Paredes,,,Norte
LOCAL-130900,130900,130900,Paços de Ferreira,concelho,6,LOCAL-130000,Porto,LOCAL-130900,Paços de Ferreira,,,Norte
LOCAL-131100,131100,131100,Penafiel,concelho,6,LOCAL-130000,Porto,LOCAL-131100,Penafiel,,,Norte
LOCAL-131200,131200,131200,Porto,concelho,6,LOCAL-130000,Porto,LOCAL-131200,Porto,,,Norte
LOCAL-131300,131300,131300,Póvoa de Varzim,concelho,6,LOCAL-130000,Porto,LOCAL-131300,Póvoa de Varzim,,,Norte
LOCAL-131400,131400,131400,Santo Tirso,concelho,6,LOCAL-130000,Porto,LOCAL-131400,Santo Tirso,,,Norte
LOCAL-131800,131800,131800,Trofa,concelho,6,LOCAL-130000,Porto,LOCAL-131800,Trofa,,,Norte
LOCAL-131500,131500,131500,Valongo,concelho,6,LOCAL-130000,Porto,LOCAL-131500,Valongo,,,Norte
LOCAL-131700,131700,131700,Vila Nova de Gaia,concelho,6,LOCAL-130000,Porto,LOCAL-131700,Vila Nova de Gaia,,,Norte
LOCAL-131600,131600,131600,Vila do Conde,concelho,6,LOCAL-130000,Porto,LOCAL-131600,Vila do Conde,,,Norte
LOCAL-140100,140100,140100,Abrantes,concelho,6,LOCAL-140000,Santarém,LOCAL-140100,Abrantes,,,Área Metropolitana de Lisboa
LOCAL-140200,140200,140200,Alcanena,concelho,6,LOCAL-140000,Santarém,LOCAL-140200,Alcanena,,,Área Metropolitana de Lisboa
LOCAL-140300,140300,140300,Almeirim,concelho,6,LOCAL-140000,Santarém,LOCAL-140300,Almeirim,,,Área Metropolitana de Lisboa
LOCAL-140400,140400,140400,Alpiarça,concelho,6,LOCAL-140000,Santarém,LOCAL-140400,Alpiarça,,,Área Metropolitana de Lisboa
LOCAL-140500,140500,140500,Benavente,concelho,6,LOCAL-140000,Santarém,LOCAL-140500,Benavente,,,Área Metropolitana de Lisboa
LOCAL-140600,140600,140600,Cartaxo,concelho,6,LOCAL-140000,Santarém,LOCAL-140600,Cartaxo,,,Área Metropolitana de Lisboa
LOCAL-140700,140700,140700,Chamusca,concelho,6,LOCAL-140000,Santarém,LOCAL-140700,Chamusca,,,Área Metropolitana de Lisboa
LOCAL-140800,140800,140800,Constância,concelho,6,LOCAL-140000,Santarém,LOCAL-140800,Constância,,,Área Metropolitana de Lisboa
LOCAL-140900,140900,140900,Coruche,concelho,6,LOCAL-140000,Santarém,LOCAL-140900,Coruche,,,Área Metropolitana de Lisboa
LOCAL-141000,141000,141000,Entroncamento,concelho,6,LOCAL-140000,Santarém,LOCAL-141000,Entroncamento,,,Área Metropolitana de Lisboa
LOCAL-141100,141100,141100,Ferreira do Zêzere,concelho,6,LOCAL-140000,Santarém,LOCAL-141100,Ferreira do Zêzere,,,Área Metropolitana de Lisboa
LOCAL-141200,141200,141200,Golegã,concelho,6,LOCAL-140000,Santarém,LOCAL-141200,Golegã,,,Área Metropolitana de Lisboa
LOCAL-141300,141300,141300,Mação,concelho,6,LOCAL-140000,Santarém,LOCAL-141300,Mação,,,Área Metropolitana de Lisboa
LOCAL-142100,142100,142100,Ourém,concelho,6,LOCAL-140000,Santarém,LOCAL-142100,Ourém,,,Área Metropolitana de Lisboa
LOCAL-141400,141400,141400,Rio Maior,concelho,6,LOCAL-140000,Santarém,LOCAL-141400,Rio Maior,,,Área Metropolitana de Lisboa
LOCAL-141500,141500,141500,Salvaterra de Magos,concelho,6,LOCAL-140000,Santarém,LOCAL-141500,Salvaterra de Magos,,,Área Metropolitana de Lisboa
LOCAL-141600,141600,141600,Santarém,concelho,6,LOCAL-140000,Santarém,LOCAL-141600,Santarém,,,Área Metropolitana de Lisboa
LOCAL-141700,141700,141700,Sardoal,concelho,6,LOCAL-140000,Santarém,LOCAL-141700,Sardoal,,,Área Metropolitana de Lisboa
LOCAL-141800,141800,141800,Tomar,concelho,6,LOCAL-140000,Santarém,LOCAL-141800,Tomar,,,Área Metropolitana de Lisboa
LOCAL-141900,141900,141900,Torres Novas,concelho,6,LOCAL-140000,Santarém,LOCAL-141900,Torres Novas,,,Área Metropolitana de Lisboa
LOCAL-142000,142000,142000,Vila Nova da Barquinha,concelho,6,LOCAL-140000,Santarém,LOCAL-142000,Vila Nova da Barquinha,,,Área Metropolitana de Lisboa
LOCAL-150200,150200,150200,Alcochete,concelho,6,LOCAL-150000,Setúbal,LOCAL-150200,Alcochete,,,Área Metropolitana de Lisboa
LOCAL-150100,150100,150100,Alcácer do Sal,concelho,6,LOCAL-150000,Setúbal,LOCAL-150100,Alcácer do Sal,,,Área Metropolitana de Lisboa
LOCAL-150300,150300,150300,Almada,concelho,6,LOCAL-150000,Setúbal,LOCAL-150300,Almada,,,Área Metropolitana de Lisboa
LOCAL-150400,150400,150400,Barreiro,concelho,6,LOCAL-150000,Setúbal,LOCAL-150400,Barreiro,,,Área Metropolitana de Lisboa
LOCAL-150500,150500,150500,Grândola,concelho,6,LOCAL-150000,Setúbal,LOCAL-150500,Grândola,,,Área Metropolitana de Lisboa
LOCAL-150600,150600,150600,Moita,concelho,6,LOCAL-150000,Setúbal,LOCAL-150600,Moita,,,Área Metropolitana de Lisboa
LOCAL-150700,150700,150700,Montijo,concelho,6,LOCAL-150000,Setúbal,LOCAL-150700,Montijo,,,Área Metropolitana de Lisboa
LOCAL-150800,150800,150800,Palmela,concelho,6,LOCAL-150000,Setúbal,LOCAL-150800,Palmela,,,Área Metropolitana de Lisboa
LOCAL-150900,150900,150900,Santiago do Cacém,concelho,6,LOCAL-150000,Setúbal,LOCAL-150900,Santiago do Cacém,,,Área Metropolitana de Lisboa
LOCAL-151000,151000,151000,Seixal,concelho,6,LOCAL-150000,Setúbal,LOCAL-151000,Seixal,,,Área Metropolitana de Lisboa
LOCAL-151100,151100,151100,Sesimbra,concelho,6,LOCAL-150000,Setúbal,LOCAL-151100,Sesimbra,,,Área Metropolitana de Lisboa
LOCAL-151200,151200,151200,Setúbal,concelho,6,LOCAL-150000,Setúbal,LOCAL-151200,Setúbal,,,Área Metropolitana de Lisboa
LOCAL-151300,151300,151300,Sines,concelho,6,LOCAL-150000,Setúbal,LOCAL-151300,Sines,,,Área Metropolitana de Lisboa
LOCAL-160100,160100,160100,Arcos de Valdevez,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160100,Arcos de Valdevez,,,Norte
LOCAL-160200,160200,160200,Caminha,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160200,Caminha,,,Norte
LOCAL-160300,160300,160300,Melgaço,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160300,Melgaço,,,Norte
LOCAL-160400,160400,160400,Monção,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160400,Monção,,,Norte
LOCAL-160500,160500,160500,Paredes de Coura,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160500,Paredes de Coura,,,Norte
LOCAL-160600,160600,160600,Ponte da Barca,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160600,Ponte da Barca,,,Norte
LOCAL-160700,160700,160700,Ponte de Lima,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160700,Ponte de Lima,,,Norte
LOCAL-160800,160800,160800,Valença,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160800,Valença,,,Norte
LOCAL-160900,160900,160900,Viana do Castelo,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-160900,Viana do Castelo,,,Norte
LOCAL-161000,161000,161000,Vila Nova de Cerveira,concelho,6,LOCAL-160000,Viana do Castelo,LOCAL-161000,Vila Nova de Cerveira,,,Norte
LOCAL-170100,170100,170100,Alijó,concelho,6,LOCAL-170000,Vila Real,LOCAL-170100,Alijó,,,Norte
LOCAL-170200,170200,170200,Boticas,concelho,6,LOCAL-170000,Vila Real,LOCAL-170200,Boticas,,,Norte
LOCAL-170300,170300,170300,Chaves,concelho,6,LOCAL-170000,Vila Real,LOCAL-170300,Chaves,,,Norte
LOCAL-170400,170400,170400,Mesão Frio,concelho,6,LOCAL-170000,Vila Real,LOCAL-170400,Mesão Frio,,,Norte
LOCAL-170500,170500,170500,Mondim de Basto,concelho,6,LOCAL-170000,Vila Real,LOCAL-170500,Mondim de Basto,,,Norte
LOCAL-170600,170600,170600,Montalegre,concelho,6,LOCAL-170000,Vila Real,LOCAL-170600,Montalegre,,,Norte
LOCAL-170700,170700,170700,Murça,concelho,6,LOCAL-170000,Vila Real,LOCAL-170700,Murça,,,Norte
LOCAL-170800,170800,170800,Peso da Régua,concelho,6,LOCAL-170000,Vila Real,LOCAL-170800,Peso da Régua,,,Norte
LOCAL-170900,170900,170900,Ribeira de Pena,concelho,6,LOCAL-170000,Vila Real,LOCAL-170900,Ribeira de Pena,,,Norte
LOCAL-171000,171000,171000,Sabrosa,concelho,6,LOCAL-170000,Vila Real,LOCAL-171000,Sabrosa,,,Norte
LOCAL-171100,171100,171100,Santa Marta de Penaguião,concelho,6,LOCAL-170000,Vila Real,LOCAL-171100,Santa Marta de Penaguião,,,Norte
LOCAL-171200,171200,171200,Valpaços,concelho,6,LOCAL-170000,Vila Real,LOCAL-171200,Valpaços,,,Norte
LOCAL-171300,171300,171300,Vila Pouca de Aguiar,concelho,6,LOCAL-170000,Vila Real,LOCAL-171300,Vila Pouca de Aguiar,,,Norte
LOCAL-171400,171400,171400,Vila Real,concelho,6,LOCAL-170000,Vila Real,LOCAL-171400,Vila Real,,,Norte
LOCAL-180100,180100,180100,Armamar,concelho,6,LOCAL-180000,Viseu,LOCAL-180100,Armamar,,,Centro
LOCAL-180200,180200,180200,Carregal do Sal,concelho,6,LOCAL-180000,Viseu,LOCAL-180200,Carregal do Sal,,,Centro
LOCAL-180300,180300,180300,Castro Daire,concelho,6,LOCAL-180000,Viseu,LOCAL-180300,Castro Daire,,,Centro
LOCAL-180400,180400,180400,Cinfães,concelho,6,LOCAL-180000,Viseu,LOCAL-180400,Cinfães,,,Centro
LOCAL-180500,180500,180500,Lamego,concelho,6,LOCAL-180000,Viseu,LOCAL-180500,Lamego,,,Centro
LOCAL-180600,180600,180600,Mangualde,concelho,6,LOCAL-180000,Viseu,LOCAL-180600,Mangualde,,,Centro
LOCAL-180700,180700,180700,Moimenta da Beira,concelho,6,LOCAL-180000,Viseu,LOCAL-180700,Moimenta da Beira,,,Centro
LOCAL-180800,180800,180800,Mortágua,concelho,6,LOCAL-180000,Viseu,LOCAL-180800,Mortágua,,,Centro
LOCAL-180900,180900,180900,Nelas,concelho,6,LOCAL-180000,Viseu,LOCAL-180900,Nelas,,,Centro
LOCAL-181000,181000,181000,Oliveira de Frades,concelho,6,LOCAL-180000,Viseu,LOCAL-181000,Oliveira de Frades,,,Centro
LOCAL-181100,181100,181100,Penalva do Castelo,concelho,6,LOCAL-180000,Viseu,LOCAL-181100,Penalva do Castelo,,,Centro
LOCAL-181200,181200,181200,Penedono,concelho,6,LOCAL-180000,Viseu,LOCAL-181200,Penedono,,,Centro
LOCAL-181300,181300,181300,Resende,concelho,6,LOCAL-180000,Viseu,LOCAL-181300,Resende,,,Centro
LOCAL-181400,181400,181400,Santa Comba Dão,concelho,6,LOCAL-180000,Viseu,LOCAL-181400,Santa Comba Dão,,,Centro
LOCAL-181800,181800,181800,Sernancelhe,concelho,6,LOCAL-180000,Viseu,LOCAL-181800,Sernancelhe,,,Centro
LOCAL-181700,181700,181700,Sátão,concelho,6,LOCAL-180000,Viseu,LOCAL-181700,Sátão,,,Centro
LOCAL-181500,181500,181500,São João da Pesqueira,concelho,6,LOCAL-180000,Viseu,LOCAL-181500,São João da Pesqueira,,,Centro
LOCAL-181600,181600,181600,São Pedro do Sul,concelho,6,LOCAL-180000,Viseu,LOCAL-181600,São Pedro do Sul,,,Centro
LOCAL-181900,181900,181900,Tabuaço,concelho,6,LOCAL-180000,Viseu,LOCAL-181900,Tabuaço,,,Centro
LOCAL-182000,182000,182000,Tarouca,concelho,6,LOCAL-180000,Viseu,LOCAL-182000,Tarouca,,,Centro
LOCAL-182100,182100,182100,Tondela,concelho,6,LOCAL-180000,Viseu,LOCAL-182100,Tondela,,,Centro
LOCAL-182200,182200,182200,Vila Nova de Paiva,concelho,6,LOCAL-180000,Viseu,LOCAL-182200,Vila Nova de Paiva,,,Centro
LOCAL-182300,182300,182300,Viseu,concelho,6,LOCAL-180000,Viseu,LOCAL-182300,Viseu,,,Centro
LOCAL-182400,182400,182400,Vouzela,concelho,6,LOCAL-180000,Viseu,LOCAL-182400,Vouzela,,,Centro
LOCAL-070100,070100,70100,Alandroal,concelho,6,LOCAL-070000,Évora,LOCAL-070100,Alandroal,,,Alentejo
LOCAL-070200,070200,70200,Arraiolos,concelho,6,LOCAL-070000,Évora,LOCAL-070200,Arraiolos,,,Alentejo
LOCAL-070300,070300,70300,Borba,concelho,6,LOCAL-070000,Évora,LOCAL-070300,Borba,,,Alentejo
LOCAL-070400,070400,70400,Estremoz,concelho,6,LOCAL-070000,Évora,LOCAL-070400,Estremoz,,,Alentejo
LOCAL-070600,070600,70600,Montemor-o-Novo,concelho,6,LOCAL-070000,Évora,LOCAL-070600,Montemor-o-Novo,,,Alentejo
LOCAL-070700,070700,70700,Mora,concelho,6,LOCAL-070000,Évora,LOCAL-070700,Mora,,,Alentejo
LOCAL-070800,070800,70800,Mourão,concelho,6,LOCAL-070000,Évora,LOCAL-070800,Mourão,,,Alentejo
LOCAL-070900,070900,70900,Portel,concelho,6,LOCAL-070000,Évora,LOCAL-070900,Portel,,,Alentejo
LOCAL-071000,071000,71000,Redondo,concelho,6,LOCAL-070000,Évora,LOCAL-071000,Redondo,,,Alentejo
LOCAL-071100,071100,71100,Reguengos de Monsaraz,concelho,6,LOCAL-070000,Évora,LOCAL-071100,Reguengos de Monsaraz,,,Alentejo
LOCAL-071200,071200,71200,Vendas Novas,concelho,6,LOCAL-070000,Évora,LOCAL-071200,Vendas Novas,,,Alentejo
LOCAL-071300,071300,71300,Viana do Alentejo,concelho,6,LOCAL-070000,Évora,LOCAL-071300,Viana do Alentejo,,,Alentejo
LOCAL-071400,071400,71400,Vila Viçosa,concelho,6,LOCAL-070000,Évora,LOCAL-071400,Vila Viçosa,,,Alentejo
LOCAL-070500,070500,70500,Évora,concelho,6,LOCAL-070000,Évora,LOCAL-070500,Évora,,,Alentejo
LOCAL-010209,010209,010209,Albergaria-a-Velha e Valmaior,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010200,Albergaria-a-Velha,LOCAL-010209,Albergaria-a-Velha e Valmaior,Centro
LOCAL-010202,010202,010202,Alquerubim,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010200,Albergaria-a-Velha,LOCAL-010202,Alquerubim,Centro
LOCAL-010203,010203,010203,Angeja,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010200,Albergaria-a-Velha,LOCAL-010203,Angeja,Centro
LOCAL-010204,010204,010204,Branca,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010200,Albergaria-a-Velha,LOCAL-010204,Branca,Centro
LOCAL-010206,010206,010206,Ribeira de Fráguas,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010200,Albergaria-a-Velha,LOCAL-010206,Ribeira de Fráguas,Centro
LOCAL-010210,010210,010210,São João de Loure e Frossos,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010200,Albergaria-a-Velha,LOCAL-010210,São João de Loure e Frossos,Centro
LOCAL-010316,010316,010316,"Amoreira da Gândara, Paredes do Bairro e Ancas",freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010316,"Amoreira da Gândara, Paredes do Bairro e Ancas",Centro
LOCAL-010317,010317,010317,Arcos e Mogofores,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010317,Arcos e Mogofores,Centro
LOCAL-010304,010304,010304,Avelãs de Caminho,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010304,Avelãs de Caminho,Centro
LOCAL-010305,010305,010305,Avelãs de Cima,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010305,Avelãs de Cima,Centro
LOCAL-010307,010307,010307,Moita,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010307,Moita,Centro
LOCAL-010309,010309,010309,Sangalhos,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010309,Sangalhos,Centro
LOCAL-010310,010310,010310,São Lourenço do Bairro,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010310,São Lourenço do Bairro,Centro
LOCAL-010318,010318,010318,"Tamengos, Aguim e Óis do Bairro",freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010318,"Tamengos, Aguim e Óis do Bairro",Centro
LOCAL-010312,010312,010312,Vila Nova de Monsarros,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010312,Vila Nova de Monsarros,Centro
LOCAL-010313,010313,010313,Vilarinho do Bairro,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010300,Anadia,LOCAL-010313,Vilarinho do Bairro,Centro
LOCAL-010402,010402,010402,Alvarenga,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010402,Alvarenga,Centro
LOCAL-010421,010421,010421,Arouca e Burgo,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010421,Arouca e Burgo,Centro
LOCAL-010422,010422,010422,Cabreiros e Albergaria da Serra,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010422,Cabreiros e Albergaria da Serra,Centro
LOCAL-010423,010423,010423,Canelas e Espiunca,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010423,Canelas e Espiunca,Centro
LOCAL-010407,010407,010407,Chave,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010407,Chave,Centro
LOCAL-010424,010424,010424,Covelo de Paivó e Janarde,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010424,Covelo de Paivó e Janarde,Centro
LOCAL-010409,010409,010409,Escariz,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010409,Escariz,Centro
LOCAL-010411,010411,010411,Fermedo,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010411,Fermedo,Centro
LOCAL-010413,010413,010413,Mansores,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010413,Mansores,Centro
LOCAL-010414,010414,010414,Moldes,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010414,Moldes,Centro
LOCAL-010415,010415,010415,Rossas,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010415,Rossas,Centro
LOCAL-010416,010416,010416,Santa Eulália,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010416,Santa Eulália,Centro
LOCAL-010417,010417,010417,São Miguel do Mato,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010417,São Miguel do Mato,Centro
LOCAL-010418,010418,010418,Tropeço,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010418,Tropeço,Centro
LOCAL-010419,010419,010419,Urrô,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010419,Urrô,Centro
LOCAL-010420,010420,010420,Várzea,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010400,Arouca,LOCAL-010420,Várzea,Centro
LOCAL-010501,010501,010501,Aradas,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010501,Aradas,Centro
LOCAL-010502,010502,010502,Cacia,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010502,Cacia,Centro
LOCAL-010515,010515,010515,Eixo e Eirol,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010515,Eixo e Eirol,Centro
LOCAL-010505,010505,010505,Esgueira,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010505,Esgueira,Centro
LOCAL-010517,010517,010517,Glória e Vera Cruz,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010517,Glória e Vera Cruz,Centro
LOCAL-010508,010508,010508,Oliveirinha,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010508,Oliveirinha,Centro
LOCAL-010516,010516,010516,"Requeixo, Nossa Senhora de Fátima e Nariz",freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010516,"Requeixo, Nossa Senhora de Fátima e Nariz",Centro
LOCAL-010513,010513,010513,Santa Joana,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010513,Santa Joana,Centro
LOCAL-010510,010510,010510,São Bernardo,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010510,São Bernardo,Centro
LOCAL-010511,010511,010511,São Jacinto,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010500,Aveiro,LOCAL-010511,São Jacinto,Centro
LOCAL-010602,010602,010602,Fornos,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010600,Castelo de Paiva,LOCAL-010602,Fornos,Centro
LOCAL-010610,010610,010610,"Raiva, Pedorido e Paraíso",freguesia,7,LOCAL-010000,Aveiro,LOCAL-010600,Castelo de Paiva,LOCAL-010610,"Raiva, Pedorido e Paraíso",Centro
LOCAL-010606,010606,010606,Real,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010600,Castelo de Paiva,LOCAL-010606,Real,Centro
LOCAL-010607,010607,010607,Santa Maria de Sardoura,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010600,Castelo de Paiva,LOCAL-010607,Santa Maria de Sardoura,Centro
LOCAL-010611,010611,010611,Sobrado e Bairros,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010600,Castelo de Paiva,LOCAL-010611,Sobrado e Bairros,Centro
LOCAL-010608,010608,010608,São Martinho de Sardoura,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010600,Castelo de Paiva,LOCAL-010608,São Martinho de Sardoura,Centro
LOCAL-010706,010706,010706,Anta e Guetim,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010700,Espinho,LOCAL-010706,Anta e Guetim,Centro
LOCAL-010702,010702,010702,Espinho,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010700,Espinho,LOCAL-010702,Espinho,Centro
LOCAL-010704,010704,010704,Paramos,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010700,Espinho,LOCAL-010704,Paramos,Centro
LOCAL-010705,010705,010705,Silvalde,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010700,Espinho,LOCAL-010705,Silvalde,Centro
LOCAL-010801,010801,010801,Avanca,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010800,Estarreja,LOCAL-010801,Avanca,Centro
LOCAL-010808,010808,010808,Beduído e Veiros,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010800,Estarreja,LOCAL-010808,Beduído e Veiros,Centro
LOCAL-010809,010809,010809,Canelas e Fermelã,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010800,Estarreja,LOCAL-010809,Canelas e Fermelã,Centro
LOCAL-010805,010805,010805,Pardilhó,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010800,Estarreja,LOCAL-010805,Pardilhó,Centro
LOCAL-010806,010806,010806,Salreu,freguesia,7,LOCAL-010000,Aveiro,LOCAL-010800,Estarreja,LOCAL-010806,Salreu,Centro
LOCAL-011102,011102,011102,Barcouço,freguesia,7,LOCAL-010000,Aveiro,LOCAL-011100,Mealhada,LOCAL-011102,Barcouço,Centro
LOCAL-011103,011103,011103,Casal Comba,freguesia,7,LOCAL-010000,Aveiro,LOCAL-011100,Mealhada,LOCAL-011103,Casal Comba,Centro
LOCAL-011104,011104,011104,Luso,freguesia,7,LOCAL-010000,Aveiro,LOCAL-011100,Mealhada,LOCAL-011104,Luso,Centro
LOCAL-011109,011109,011109,"Mealhada, Ventosa do Bairro e Antes",freguesia,7,LOCAL-010000,Aveiro,LOCAL-011100,Mealhada,LOCAL-011109,"Mealhada, Ventosa do Bairro e Antes",Centro
LOCAL-011106,011106,011106,Pampilhosa,freguesia,7,LOCAL-010000,Aveiro,LOCAL-011100,Mealhada,LOCAL-011106,Pampilhosa,Centro
LOCAL-011107,011107,011107,Vacariça,freguesia,7,LOCAL-010000,Aveiro,LOCAL-011100,Mealhada,LOCAL-011107,Vacariça,Centro
LOCAL-011201,011201,011201,Bunheiro,freguesia,7,LOCAL-010000,Aveiro,LOCAL-011200,Murtosa,LOCAL-011201,Bunheiro,Centro
LOCAL-011202,011202,011202,Monte,freguesia,7,LOCAL-010000,Aveiro,LOCAL-011200,Murtosa,LOCAL-011202,Monte,Centro
