territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,parent_code,parent_code_numeric,parent_name,municipality_code,municipality_name,district_code,district_code_numeric,district_name,region
LOCAL-430102,430102,430102,Angra (Nossa Senhora da Conceição),freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430103,430103,430103,Angra (Santa Luzia),freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430104,430104,430104,Angra (São Pedro),freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430105,430105,430105,Angra (Sé),freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430106,430106,430106,Cinco Ribeiras,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430107,430107,430107,Doze Ribeiras,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430108,430108,430108,Feteira,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430109,430109,430109,Porto Judeu,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430110,430110,430110,Posto Santo,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430111,430111,430111,Raminho,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430112,430112,430112,Ribeirinha,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430113,430113,430113,Santa Bárbara,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430117,430117,430117,Serreta,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430114,430114,430114,São Bartolomeu de Regatos,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430115,430115,430115,São Bento,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430116,430116,430116,São Mateus da Calheta,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430118,430118,430118,Terra Chã,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-430119,430119,430119,Vila de São Sebastião,freguesia,7,LOCAL-430100,430100,Angra do Heroísmo,LOCAL-430100,Angra do Heroísmo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450101,450101,450101,Calheta,freguesia,7,LOCAL-450100,450100,Calheta,LOCAL-450100,Calheta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450102,450102,450102,Norte Pequeno,freguesia,7,LOCAL-450100,450100,Calheta,LOCAL-450100,Calheta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450103,450103,450103,Ribeira Seca,freguesia,7,LOCAL-450100,450100,Calheta,LOCAL-450100,Calheta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450104,450104,450104,Santo Antão,freguesia,7,LOCAL-450100,450100,Calheta,LOCAL-450100,Calheta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450105,450105,450105,Topo (Nossa Senhora do Rosário),freguesia,7,LOCAL-450100,450100,Calheta,LOCAL-450100,Calheta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-490101,490101,490101,Corvo,freguesia,7,LOCAL-490100,490100,Corvo,LOCAL-490100,Corvo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470101,470101,470101,Capelo,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470102,470102,470102,Castelo Branco,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470103,470103,470103,Cedros,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470104,470104,470104,Feteira,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470105,470105,470105,Flamengos,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470106,470106,470106,Horta (Angústias),freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470107,470107,470107,Horta (Conceição),freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470108,470108,470108,Horta (Matriz),freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470109,470109,470109,Pedro Miguel,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470110,470110,470110,Praia do Almoxarife,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470111,470111,470111,Praia do Norte,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470112,470112,470112,Ribeirinha,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-470113,470113,470113,Salão,freguesia,7,LOCAL-470100,470100,Horta,LOCAL-470100,Horta,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420102,420102,420102,Cabouco,freguesia,7,LOCAL-420100,420100,Lagoa,LOCAL-420100,Lagoa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420103,420103,420103,Lagoa (Nossa Senhora do Rosário),freguesia,7,LOCAL-420100,420100,Lagoa,LOCAL-420100,Lagoa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420104,420104,420104,Lagoa (Santa Cruz),freguesia,7,LOCAL-420100,420100,Lagoa,LOCAL-420100,Lagoa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420105,420105,420105,Ribeira Chã,freguesia,7,LOCAL-420100,420100,Lagoa,LOCAL-420100,Lagoa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420101,420101,420101,Água de Pau,freguesia,7,LOCAL-420100,420100,Lagoa,LOCAL-420100,Lagoa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480101,480101,480101,Fajã Grande,freguesia,7,LOCAL-480100,480100,Lajes das Flores,LOCAL-480100,Lajes das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480102,480102,480102,Fajãzinha,freguesia,7,LOCAL-480100,480100,Lajes das Flores,LOCAL-480100,Lajes das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480103,480103,480103,Fazenda,freguesia,7,LOCAL-480100,480100,Lajes das Flores,LOCAL-480100,Lajes das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480104,480104,480104,Lajedo,freguesia,7,LOCAL-480100,480100,Lajes das Flores,LOCAL-480100,Lajes das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480105,480105,480105,Lajes das Flores,freguesia,7,LOCAL-480100,480100,Lajes das Flores,LOCAL-480100,Lajes das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480106,480106,480106,Lomba,freguesia,7,LOCAL-480100,480100,Lajes das Flores,LOCAL-480100,Lajes das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480107,480107,480107,Mosteiro,freguesia,7,LOCAL-480100,480100,Lajes das Flores,LOCAL-480100,Lajes das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460101,460101,460101,Calheta de Nesquim,freguesia,7,LOCAL-460100,460100,Lajes do Pico,LOCAL-460100,Lajes do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460102,460102,460102,Lajes do Pico,freguesia,7,LOCAL-460100,460100,Lajes do Pico,LOCAL-460100,Lajes do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460103,460103,460103,Piedade,freguesia,7,LOCAL-460100,460100,Lajes do Pico,LOCAL-460100,Lajes do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460104,460104,460104,Ribeiras,freguesia,7,LOCAL-460100,460100,Lajes do Pico,LOCAL-460100,Lajes do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460105,460105,460105,Ribeirinha,freguesia,7,LOCAL-460100,460100,Lajes do Pico,LOCAL-460100,Lajes do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460106,460106,460106,São João,freguesia,7,LOCAL-460100,460100,Lajes do Pico,LOCAL-460100,Lajes do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460201,460201,460201,Bandeiras,freguesia,7,LOCAL-460200,460200,Madalena,LOCAL-460200,Madalena,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460202,460202,460202,Candelária,freguesia,7,LOCAL-460200,460200,Madalena,LOCAL-460200,Madalena,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460203,460203,460203,Criação Velha,freguesia,7,LOCAL-460200,460200,Madalena,LOCAL-460200,Madalena,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460204,460204,460204,Madalena,freguesia,7,LOCAL-460200,460200,Madalena,LOCAL-460200,Madalena,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460205,460205,460205,São Caetano,freguesia,7,LOCAL-460200,460200,Madalena,LOCAL-460200,Madalena,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460206,460206,460206,São Mateus,freguesia,7,LOCAL-460200,460200,Madalena,LOCAL-460200,Madalena,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420201,420201,420201,Achada,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420202,420202,420202,Achadinha,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420208,420208,420208,Algarvia,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420203,420203,420203,Lomba da Fazenda,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420204,420204,420204,Nordeste,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420206,420206,420206,Salga,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420207,420207,420207,Santana,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420209,420209,420209,Santo António de Nordestinho,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420210,420210,420210,São Pedro de Nordestinho,freguesia,7,LOCAL-420200,420200,Nordeste,LOCAL-420200,Nordeste,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420323,420323,420323,Ajuda da Bretanha,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420301,420301,420301,Arrifes,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420303,420303,420303,Candelária,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420304,420304,420304,Capelas,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420305,420305,420305,Covoada,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420306,420306,420306,Fajã de Baixo,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420307,420307,420307,Fajã de Cima,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420308,420308,420308,Fenais da Luz,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420309,420309,420309,Feteiras,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420310,420310,420310,Ginetes,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420311,420311,420311,Mosteiros,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420324,420324,420324,Pilar da Bretanha,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420313,420313,420313,Ponta Delgada (São José),freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420314,420314,420314,Ponta Delgada (São Pedro),freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420312,420312,420312,Ponta Delgada (São Sebastião),freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420315,420315,420315,Relva,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420316,420316,420316,Remédios,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420317,420317,420317,Rosto do Cão (Livramento),freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420318,420318,420318,Rosto do Cão (São Roque),freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420319,420319,420319,Santa Bárbara,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420325,420325,420325,Santa Clara,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420320,420320,420320,Santo António,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420322,420322,420322,Sete Cidades,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420321,420321,420321,São Vicente Ferreira,freguesia,7,LOCAL-420300,420300,Ponta Delgada,LOCAL-420300,Ponta Delgada,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420402,420402,420402,Faial da Terra,freguesia,7,LOCAL-420400,420400,Povoação,LOCAL-420400,Povoação,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420403,420403,420403,Furnas,freguesia,7,LOCAL-420400,420400,Povoação,LOCAL-420400,Povoação,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420404,420404,420404,Nossa Senhora dos Remédios,freguesia,7,LOCAL-420400,420400,Povoação,LOCAL-420400,Povoação,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420405,420405,420405,Povoação,freguesia,7,LOCAL-420400,420400,Povoação,LOCAL-420400,Povoação,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420406,420406,420406,Ribeira Quente,freguesia,7,LOCAL-420400,420400,Povoação,LOCAL-420400,Povoação,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420401,420401,420401,Água Retorta,freguesia,7,LOCAL-420400,420400,Povoação,LOCAL-420400,Povoação,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420501,420501,420501,Calhetas,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420502,420502,420502,Fenais da Ajuda,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420503,420503,420503,Lomba da Maia,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420504,420504,420504,Lomba de São Pedro,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420505,420505,420505,Maia,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420506,420506,420506,Pico da Pedra,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420507,420507,420507,Porto Formoso,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420508,420508,420508,Rabo de Peixe,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420509,420509,420509,Ribeira Grande (Conceição),freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420510,420510,420510,Ribeira Grande (Matriz),freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420511,420511,420511,Ribeira Seca,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420512,420512,420512,Ribeirinha,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420513,420513,420513,Santa Bárbara,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420514,420514,420514,São Brás,freguesia,7,LOCAL-420500,420500,Ribeira Grande,LOCAL-420500,Ribeira Grande,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-440101,440101,440101,Guadalupe,freguesia,7,LOCAL-440100,440100,Santa Cruz da Graciosa,LOCAL-440100,Santa Cruz da Graciosa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-440102,440102,440102,Luz,freguesia,7,LOCAL-440100,440100,Santa Cruz da Graciosa,LOCAL-440100,Santa Cruz da Graciosa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-440104,440104,440104,Santa Cruz da Graciosa,freguesia,7,LOCAL-440100,440100,Santa Cruz da Graciosa,LOCAL-440100,Santa Cruz da Graciosa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-440103,440103,440103,São Mateus,freguesia,7,LOCAL-440100,440100,Santa Cruz da Graciosa,LOCAL-440100,Santa Cruz da Graciosa,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480201,480201,480201,Caveira,freguesia,7,LOCAL-480200,480200,Santa Cruz das Flores,LOCAL-480200,Santa Cruz das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480202,480202,480202,Cedros,freguesia,7,LOCAL-480200,480200,Santa Cruz das Flores,LOCAL-480200,Santa Cruz das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480203,480203,480203,Ponta Delgada,freguesia,7,LOCAL-480200,480200,Santa Cruz das Flores,LOCAL-480200,Santa Cruz das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-480204,480204,480204,Santa Cruz das Flores,freguesia,7,LOCAL-480200,480200,Santa Cruz das Flores,LOCAL-480200,Santa Cruz das Flores,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460301,460301,460301,Prainha,freguesia,7,LOCAL-460300,460300,São Roque do Pico,LOCAL-460300,São Roque do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460302,460302,460302,Santa Luzia,freguesia,7,LOCAL-460300,460300,São Roque do Pico,LOCAL-460300,São Roque do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460303,460303,460303,Santo Amaro,freguesia,7,LOCAL-460300,460300,São Roque do Pico,LOCAL-460300,São Roque do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460304,460304,460304,Santo António,freguesia,7,LOCAL-460300,460300,São Roque do Pico,LOCAL-460300,São Roque do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-460305,460305,460305,São Roque do Pico,freguesia,7,LOCAL-460300,460300,São Roque do Pico,LOCAL-460300,São Roque do Pico,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450201,450201,450201,Manadas (Santa Bárbara),freguesia,7,LOCAL-450200,450200,Velas,LOCAL-450200,Velas,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450202,450202,450202,Norte Grande (Neves),freguesia,7,LOCAL-450200,450200,Velas,LOCAL-450200,Velas,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450203,450203,450203,Rosais,freguesia,7,LOCAL-450200,450200,Velas,LOCAL-450200,Velas,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450204,450204,450204,Santo Amaro,freguesia,7,LOCAL-450200,450200,Velas,LOCAL-450200,Velas,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450205,450205,450205,Urzelina (São Mateus),freguesia,7,LOCAL-450200,450200,Velas,LOCAL-450200,Velas,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-450206,450206,450206,Velas (São Jorge),freguesia,7,LOCAL-450200,450200,Velas,LOCAL-450200,Velas,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
LOCAL-420602,420602,420602,Ponta Garça,freguesia,7,LOCAL-420600,420600,Vila Franca do Campo,LOCAL-420600,Vila Franca do Campo,LOCAL-400000,400000,Açores,Região Autónoma dos Açores
